site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
1013,1496.0,44,45,32,55,91,1760.0,False,False,True,False,True,False,7.311218384419629
1566,1000.0,25,61,88,56,0,1734.0,False,False,False,False,False,True,6.90875477931522
3386,6416.0,23,31,82,29,86,2882.0,False,False,True,False,True,False,8.766705997750515
3153,3260.0,14,87,15,41,226,2869.0,False,True,False,False,False,False,8.089789175789319
1588,1834.0,89,67,143,2,30,1644.0,False,False,True,True,False,False,7.51479976048867
4885,8974.0,30,86,175,6,344,5591.0,False,False,True,False,False,False,9.10219821335648
3014,4229.0,67,100,88,59,0,3280.0,False,False,False,False,False,True,8.349957272040324
4469,5481.0,66,88,54,65,178,4590.0,False,False,True,False,False,False,8.60922527686273
3784,8295.0,20,86,155,31,306,4780.0,False,False,True,False,False,False,9.023528749909364
2696,4432.0,80,96,200,46,19,2749.0,False,True,False,True,False,False,8.396831834745054
4683,4169.0,17,44,150,60,126,4099.0,False,False,True,False,True,False,8.335671314792847
1289,1917.0,90,87,29,46,108,1797.0,False,False,True,False,True,False,7.559038255443384
3975,8129.0,23,32,188,19,206,3716.0,False,False,True,False,False,False,9.003316202541857
3653,4961.0,58,87,95,1,0,3632.0,False,False,False,False,False,True,8.509564164251746
2164,2930.0,42,56,87,18,0,2284.0,False,False,False,False,False,True,7.983098940710892
1809,3233.0,33,44,124,7,175,2547.0,False,False,True,False,False,False,8.081475040137052
1364,1590.0,80,89,25,32,111,1892.0,False,True,False,False,True,False,7.372118028337787
4363,4199.0,47,32,138,59,289,4147.0,False,False,True,False,False,False,8.34283980427146
3863,3666.0,88,57,19,65,0,3469.0,False,False,False,False,False,True,8.207129168071326
4024,5306.0,59,76,43,12,161,4053.0,False,False,True,False,False,False,8.576781982827894
4286,3577.0,73,94,17,45,0,4212.0,False,False,False,False,False,True,8.182559264068665
523,1415.0,90,82,161,24,0,1418.0,True,False,False,False,False,True,7.255591274253665
3503,4334.0,11,49,99,54,0,2949.0,False,False,False,False,False,True,8.374476889214643
810,1360.0,48,40,3,4,0,1180.0,True,False,False,False,False,True,7.215975002651466
1731,2474.0,83,54,89,24,28,1789.0,False,False,True,True,False,False,7.813995675002791
4288,5669.0,23,92,141,23,349,5293.0,False,False,True,False,False,False,8.642944396721798
3211,3502.0,21,33,89,49,125,2678.0,False,False,True,False,True,False,8.161375023197486
921,1000.0,90,83,140,21,52,1755.0,False,False,True,False,True,False,6.90875477931522
2273,2707.0,87,89,89,70,84,2730.0,False,False,True,False,True,False,7.903965634032166
4068,7534.0,60,57,40,22,388,4708.0,False,False,True,False,False,False,8.927314111060596
1446,2309.0,19,39,90,37,0,1497.0,False,False,False,False,False,True,7.745002803515839
1686,2084.0,53,65,184,30,96,1787.0,False,False,True,False,True,False,7.642524134232902
2334,2010.0,49,62,21,31,88,2113.0,False,False,True,False,True,False,7.606387389772652
2064,4309.0,69,88,137,33,94,2286.0,False,False,True,False,True,False,8.368693183097793
2447,4292.0,79,74,196,27,109,1942.0,False,True,False,False,True,False,8.36474106822456
1808,2272.0,40,80,195,58,136,3007.0,False,False,True,False,True,False,7.728855823852543
3486,5928.0,46,75,49,1,41,2690.0,False,True,False,True,False,False,8.687610843707368
886,1000.0,82,42,99,64,0,831.0,False,False,False,False,False,True,6.90875477931522
1661,2143.0,67,33,15,72,0,1768.0,False,False,False,False,False,True,7.670428522190693
3758,6451.0,52,71,138,72,275,4506.0,False,False,True,False,False,False,8.772145439245099
4433,3826.0,80,56,102,26,324,4649.0,False,False,True,False,False,False,8.249836485425702
3347,4388.0,47,37,195,49,0,2906.0,False,False,False,False,False,True,8.386856689688234
1939,1819.0,17,75,66,44,55,2314.0,False,False,True,False,True,False,7.506591780070841
3942,3848.0,43,37,19,43,110,2916.0,False,False,True,False,True,False,8.255568653283746
4980,7064.0,26,55,192,49,388,5660.0,False,False,True,False,False,False,8.862908295118627
555,1000.0,26,30,32,52,41,898.0,False,True,False,True,False,False,6.90875477931522
3824,5868.0,62,90,137,71,0,4006.0,False,False,False,False,False,True,8.677439540558334
605,1000.0,24,68,194,32,0,998.0,False,False,False,False,False,True,6.90875477931522
3701,5417.0,73,38,54,55,0,3466.0,False,False,False,False,False,True,8.59748202264504
1169,1000.0,66,56,159,18,58,1127.0,False,True,False,False,True,False,6.90875477931522
4971,8062.0,29,99,44,59,0,5039.0,False,False,False,False,False,True,8.995040974685022
1242,1575.0,70,49,186,29,0,1657.0,False,False,False,False,False,True,7.362645270417825
1466,2758.0,34,94,101,32,0,2639.0,True,False,False,False,False,True,7.922623574217286
807,1000.0,87,45,30,54,48,1369.0,False,True,False,True,False,False,6.90875477931522
2638,2549.0,36,97,122,31,248,3735.0,False,False,True,False,False,False,7.843848638152472
3964,2263.0,56,96,87,43,188,3935.0,False,False,True,False,False,False,7.724888439323074
609,1451.0,37,51,179,41,25,1221.0,False,True,False,True,False,False,7.280697195384741
4132,5727.0,15,85,137,8,304,3582.0,False,True,False,False,False,False,8.653121708640482
4935,2504.0,50,86,5,43,0,4065.0,False,False,False,False,False,True,7.826044013518965
2415,1000.0,68,83,128,51,0,2392.0,False,False,False,False,False,True,6.90875477931522
4763,7109.0,87,37,110,8,0,3888.0,False,False,False,False,False,True,8.869257522797287
1056,2419.0,70,36,173,9,0,1677.0,False,False,False,False,False,True,7.791522819150732
604,1138.0,89,30,107,46,0,740.0,False,False,False,False,False,True,7.037905963447182
2547,1188.0,58,83,73,33,69,2857.0,False,False,True,False,True,False,7.080867896690782
645,1000.0,14,41,104,58,0,1379.0,True,False,False,False,False,True,6.90875477931522
3263,1569.0,20,43,157,31,237,1970.0,False,True,False,False,False,False,7.358830898342354
1373,2136.0,49,48,116,69,0,1871.0,False,False,False,False,False,True,7.667158255319148
798,1446.0,79,48,78,48,73,1436.0,False,False,True,False,True,False,7.277247726631484
3738,5552.0,48,57,190,11,185,3538.0,False,False,True,False,False,False,8.622093601241607
1145,1632.0,79,44,87,33,0,1221.0,False,False,False,False,False,True,7.398174092970465
3578,1884.0,29,92,62,61,0,3433.0,False,False,False,False,False,True,7.541683099882111
3011,2967.0,13,52,73,15,0,2705.0,False,False,False,False,False,True,7.995643604287271
1283,2921.0,22,72,128,29,35,1914.0,False,False,True,True,False,False,7.980023592310645
870,1117.0,58,39,125,27,0,933.0,False,False,False,False,False,True,7.0192966537150445
986,1512.0,85,65,19,20,60,1200.0,False,True,False,False,True,False,7.321849713788356
2537,4099.0,18,92,28,36,77,2909.0,False,False,True,False,True,False,8.318742252692399
3696,6356.0,68,78,161,14,0,3715.0,False,False,False,False,False,True,8.757311846936409
1860,3182.0,12,43,193,37,111,1354.0,False,True,False,False,True,False,8.065579427282092
4787,5052.0,20,63,193,49,0,4558.0,False,False,False,False,False,True,8.527737405291909
2761,3349.0,14,68,129,36,0,2670.0,False,False,False,False,False,True,8.116715624819111
3121,3761.0,44,61,199,58,0,3039.0,False,False,False,False,False,True,8.232706009860976
1456,2111.0,33,51,53,15,0,1967.0,True,False,False,False,False,True,7.655390644826152
880,1343.0,79,64,88,39,35,1359.0,False,False,True,True,False,False,7.203405521083095
4149,7975.0,15,52,17,5,0,3846.0,False,False,False,False,False,True,8.984192311641674
738,1000.0,51,54,29,45,29,1295.0,False,False,True,True,False,False,6.90875477931522
1605,2044.0,52,98,7,1,80,2176.0,False,False,True,False,True,False,7.623153068476902
1886,1544.0,23,35,169,47,161,2087.0,False,False,True,False,False,False,7.3427791893318455
3052,2964.0,85,89,156,34,76,3223.0,False,False,True,False,True,False,7.994632311431825
2749,1855.0,34,35,50,8,0,2744.0,True,False,False,False,False,True,7.526178913346146
2027,2940.0,27,48,82,54,0,2574.0,True,False,False,False,False,True,7.9865049385539955
2167,2327.0,33,48,119,60,204,2646.0,False,False,True,False,False,False,7.752764808851328
4632,8461.0,72,41,100,37,0,3954.0,False,False,False,False,False,True,9.043340831280013
3191,4790.0,88,42,151,46,0,3261.0,False,False,False,False,False,True,8.474494436883122
4172,1963.0,10,79,137,18,315,2794.0,False,True,False,False,False,False,7.582738488914411
2496,3741.0,24,96,143,10,0,2716.0,False,False,False,False,False,True,8.227375506834035
1925,1156.0,63,60,120,68,127,2296.0,False,False,True,False,True,False,7.053585727193677
3312,3557.0,43,52,49,71,25,2541.0,False,True,False,True,False,False,8.17695386822578
3747,5561.0,61,99,40,24,232,2955.0,False,True,False,False,False,False,8.62371303479391
3092,5095.0,11,87,53,47,0,3083.0,False,False,False,False,False,True,8.536211197252
1990,3661.0,45,96,43,37,0,3021.0,True,False,False,False,False,True,8.205764725234456
1724,3329.0,32,100,59,72,0,3104.0,True,False,False,False,False,True,8.110727582974489
3087,4534.0,33,39,68,43,0,2664.0,False,False,False,False,False,True,8.419580362549237
3564,2759.0,41,97,78,25,0,4095.0,False,False,False,False,False,True,7.9229859587111955
1332,1323.0,60,73,22,18,0,2610.0,True,False,False,False,False,True,7.188412736496954
2940,4901.0,55,99,93,51,170,3882.0,False,False,True,False,False,False,8.497398564088058
2146,1419.0,22,100,70,46,187,3259.0,False,False,True,False,False,False,7.258412150595307
940,1671.0,23,37,19,59,11,1159.0,False,False,True,True,False,False,7.421775793644647
2029,3057.0,26,57,38,39,68,2073.0,False,True,False,False,True,False,8.025516386489008
3465,2577.0,25,84,2,38,306,2780.0,False,True,False,False,False,False,7.8547691834991324
2867,5452.0,41,96,2,55,200,3571.0,False,False,True,False,False,False,8.60392119492606
3786,2406.0,88,68,158,5,0,4595.0,True,False,False,False,False,True,7.786136437783072
4831,8840.0,21,62,6,5,475,3585.0,False,True,False,False,False,False,9.087155271405804
1804,2446.0,12,58,128,50,71,2047.0,False,True,False,False,True,False,7.802618063442671
3534,5427.0,84,46,183,42,93,3417.0,False,False,True,False,True,False,8.59932602095476
4188,5266.0,62,66,154,19,0,3553.0,False,False,False,False,False,True,8.569216219483389
4473,7560.0,52,35,192,34,0,3798.0,False,False,False,False,False,True,8.93075873555827
1685,1000.0,14,75,69,53,0,2065.0,False,False,False,False,False,True,6.90875477931522
3762,2980.0,56,43,166,21,0,3382.0,False,False,False,False,False,True,8.000014093678072
2607,2228.0,36,66,107,45,139,2366.0,False,True,False,False,True,False,7.709308333385869
2340,3744.0,61,58,2,60,16,2065.0,False,False,True,True,False,False,8.22817689595132
4820,4523.0,65,78,186,53,135,3809.0,False,True,False,False,True,False,8.41715183723601
3247,6026.0,89,31,1,19,214,3376.0,False,False,True,False,False,False,8.704004653483045
4764,8733.0,89,99,174,35,145,4721.0,False,False,True,False,True,False,9.074978734045507
3633,6771.0,89,99,95,14,268,4416.0,False,False,True,False,False,False,8.820551743253025
3920,3005.0,77,94,19,12,352,4830.0,False,False,True,False,False,False,8.00836557031292
1965,3587.0,24,75,26,49,81,2466.0,False,False,True,False,True,False,8.185350223178686
4609,4177.0,28,92,83,3,42,3645.0,False,True,False,True,False,False,8.33758794211651
2711,3329.0,35,50,18,27,0,2329.0,False,False,False,False,False,True,8.110727582974489
3304,5195.0,88,56,182,25,0,3326.0,False,False,False,False,False,True,8.55564437779049
2043,1000.0,54,92,62,15,0,2078.0,False,False,False,False,False,True,6.90875477931522
2189,1900.0,19,52,42,27,164,2415.0,False,False,True,False,False,False,7.550135342488429
2071,2446.0,35,68,132,15,20,2120.0,False,False,True,True,False,False,7.802618063442671
3779,4951.0,17,87,118,30,0,3697.0,False,False,False,False,False,True,8.507546814364431
4041,7944.0,89,74,147,59,0,4074.0,False,False,False,False,False,True,8.980298078970817
3523,3400.0,41,43,111,45,276,2282.0,False,True,False,False,False,False,8.131824785007195
1318,2308.0,30,51,188,53,0,1838.0,False,False,False,False,False,True,7.744569809354496
1624,2122.0,54,46,189,45,116,1518.0,False,True,False,False,True,False,7.660585461703256
1629,2885.0,64,58,73,72,0,1976.0,False,False,False,False,False,True,7.9676267393338165
2202,3520.0,21,67,190,61,0,3359.0,True,False,False,False,False,True,8.166500319155052
2501,5020.0,57,60,149,11,27,2359.0,False,False,True,True,False,False,8.521384396034705
4378,2463.0,68,87,37,51,0,4209.0,False,False,False,False,False,True,7.80954132465341
4872,6496.0,83,46,91,39,0,4457.0,False,False,False,False,False,True,8.77909581088053
2306,1493.0,79,52,139,24,0,2980.0,True,False,False,False,False,True,7.309212365692763
3447,4841.0,46,49,102,6,101,2788.0,False,False,True,False,True,False,8.485083137498004
3709,5628.0,40,33,60,33,0,3411.0,False,False,False,False,False,True,8.635687085464026
2652,4781.0,12,78,98,22,242,3723.0,False,False,True,False,False,False,8.47261414801827
4705,3013.0,78,55,47,60,0,4322.0,False,False,False,False,False,True,8.01102337918644
1044,1771.0,68,61,144,20,99,1502.0,False,False,True,False,True,False,7.4798641311650265
2901,4147.0,42,57,51,11,83,2510.0,False,False,True,False,True,False,8.330381569349418
2864,1953.0,45,80,45,35,0,2911.0,False,False,False,False,False,True,7.577633832602728
1789,1513.0,83,69,55,35,12,2015.0,False,False,True,True,False,False,7.322510433997394
4265,6878.0,12,66,28,65,297,4696.0,False,False,True,False,False,False,8.836228571526014
2375,1323.0,84,80,72,49,45,2320.0,False,False,True,True,False,False,7.188412736496954
4928,8357.0,12,86,178,66,403,5829.0,False,False,True,False,False,False,9.03097444300786
1282,1714.0,68,96,126,46,0,2795.0,True,False,False,False,False,True,7.44716835960004
1039,2200.0,63,32,153,5,0,1316.0,False,False,False,False,False,True,7.696667081526462
3282,3184.0,37,92,74,39,222,2689.0,False,True,False,False,False,False,8.066207568006265
3168,4088.0,18,41,28,51,0,2721.0,False,False,False,False,False,True,8.316055720364643
4437,2631.0,35,80,186,21,0,5136.0,True,False,False,False,False,True,7.875499292445208
3456,2893.0,38,40,7,38,0,3107.0,False,False,False,False,False,True,7.970394907191429
4222,3494.0,19,35,24,36,0,3412.0,False,False,False,False,False,True,8.15908865466791
4367,7772.0,36,41,148,14,0,4060.0,False,False,False,False,False,True,8.958411469230219
2333,4311.0,72,54,3,33,124,2045.0,False,True,False,False,True,False,8.369157112588834
2646,1527.0,71,55,35,23,0,2717.0,False,False,False,False,False,True,7.331714969726466
2670,1130.0,27,87,170,72,64,2953.0,False,False,True,False,True,False,7.030857476116121
3891,4115.0,62,65,82,38,126,3418.0,False,False,True,False,True,False,8.32263709695394
2116,1354.0,26,65,153,47,0,2191.0,False,False,False,False,False,True,7.2115567333138015
1416,1798.0,58,50,35,64,0,2072.0,False,False,False,False,False,True,7.4949862339505335
3256,5067.0,35,78,150,47,34,2863.0,False,False,True,True,False,False,8.53070154144103
2436,5466.0,14,89,168,1,199,3081.0,False,False,True,False,False,False,8.606485298894999
4542,9184.0,82,91,74,42,0,4346.0,False,False,False,False,False,True,9.125326997649227
3591,5628.0,53,48,92,68,162,2280.0,False,True,False,False,False,False,8.635687085464026
1468,2122.0,33,40,171,25,17,1672.0,False,False,True,True,False,False,7.660585461703256
3864,3647.0,66,32,49,57,62,3181.0,False,False,True,False,True,False,8.201934351194222
3703,4324.0,16,86,8,52,245,3070.0,False,True,False,False,False,False,8.37216741936598
1389,1807.0,29,98,174,7,0,1794.0,False,False,False,False,False,True,7.4999765409521215
1292,2573.0,65,82,112,7,101,2345.0,False,False,True,False,True,False,7.853216388156072
3958,7211.0,81,95,168,56,19,3498.0,False,True,False,True,False,False,8.883501584323207
1481,3584.0,28,41,12,39,0,1928.0,False,False,False,False,False,True,8.184513753033722
4031,1954.0,73,91,185,70,0,4107.0,False,False,False,False,False,True,7.578145472419466
4029,3561.0,52,74,193,58,0,4395.0,True,False,False,False,False,True,8.178077463849608
1301,2363.0,53,86,80,23,0,2614.0,True,False,False,False,False,True,7.768110378525988
542,1000.0,34,31,185,10,23,513.0,False,False,True,True,False,False,6.90875477931522
3849,3204.0,26,84,101,72,358,4729.0,False,False,True,False,False,False,8.07246736935477
2277,4032.0,48,48,65,36,138,2773.0,False,False,True,False,True,False,8.302265794873367
3701,6302.0,34,90,160,71,195,4425.0,False,False,True,False,False,False,8.74878098951311
849,1000.0,48,53,196,3,28,1012.0,False,False,True,True,False,False,6.90875477931522
2067,1748.0,48,34,77,72,29,1512.0,False,False,True,True,False,False,7.466799475018602
1629,2929.0,68,55,26,13,0,2251.0,True,False,False,False,False,True,7.982757702011113
3459,5300.0,75,64,49,48,313,3081.0,False,True,False,False,False,False,8.575650760987806
4287,3072.0,25,48,58,66,0,3883.0,False,False,False,False,False,True,8.030409562130485
2280,2905.0,62,60,99,3,0,2805.0,False,False,False,False,False,True,7.974532844130228
1083,2517.0,87,73,77,63,81,1847.0,False,False,True,False,True,False,7.831220214604293
3877,7676.0,38,48,154,15,263,4363.0,False,False,True,False,False,False,8.945984124827898
3901,3202.0,75,41,186,2,323,4094.0,False,False,True,False,False,False,8.071843149609158
3685,7064.0,19,64,183,61,303,2870.0,False,True,False,False,False,False,8.862908295118627
2694,1662.0,11,87,122,59,179,3173.0,False,False,True,False,False,False,7.416378479192928
1662,1036.0,22,54,71,17,97,1541.0,False,True,False,False,True,False,6.9440872082295275
798,1363.0,63,54,161,11,0,1465.0,False,False,False,False,False,True,7.218176838403408
3847,4731.0,11,42,48,5,16,2618.0,False,False,True,True,False,False,8.462103225098277
2439,3026.0,51,71,144,70,206,3556.0,False,False,True,False,False,False,8.01532730902172
1288,2322.0,23,44,121,67,0,1995.0,False,False,False,False,False,True,7.750614732770409
3389,5041.0,90,52,115,23,0,3930.0,True,False,False,False,False,True,8.525558107747866
1877,1911.0,60,57,69,63,29,1770.0,False,True,False,True,False,False,7.555905093611346
2449,1446.0,58,42,165,4,189,2560.0,False,False,True,False,False,False,7.277247726631484
3772,1844.0,47,73,0,29,0,3734.0,False,False,False,False,False,True,7.520234556474628
1377,1295.0,43,81,165,17,35,1584.0,False,False,True,True,False,False,7.16703787691222
4242,8895.0,38,64,25,35,0,4964.0,True,False,False,False,False,True,9.093357016490364
2077,3304.0,73,76,196,48,98,1827.0,False,True,False,False,True,False,8.103191752285786
3639,6576.0,32,64,195,48,0,3466.0,False,False,False,False,False,True,8.79133399330135
2992,1674.0,32,79,24,53,0,3042.0,False,False,False,False,False,True,7.423568444259167
3255,5954.0,25,69,108,65,0,3566.0,False,False,False,False,False,True,8.691986481789401
2403,1000.0,53,99,115,1,93,2914.0,False,False,True,False,True,False,6.90875477931522
1882,3592.0,69,71,57,7,65,2130.0,False,False,True,False,True,False,8.186742787113518
4740,5747.0,80,44,172,70,207,4195.0,False,False,True,False,False,False,8.656607247198915
2822,1636.0,74,89,21,30,0,3513.0,True,False,False,False,False,True,7.400620577371135
3056,3782.0,28,87,175,70,0,3538.0,False,False,False,False,False,True,8.23827262463303
2361,2460.0,54,98,12,38,208,3484.0,False,False,True,False,False,False,7.8083230503910555
2366,3700.0,10,62,96,30,71,2122.0,False,True,False,False,True,False,8.216358332386156
4547,7110.0,21,69,152,54,250,4792.0,False,False,True,False,False,False,8.869398159883518
3675,6761.0,34,31,9,16,301,4313.0,False,False,True,False,False,False,8.819073983267831
1598,3261.0,19,62,17,16,29,1952.0,False,False,True,True,False,False,8.09009578318096
2234,1817.0,75,54,54,27,0,1918.0,False,False,False,False,False,True,7.505492274737424
3916,4725.0,42,88,154,22,0,4114.0,False,False,False,False,False,True,8.460834457746854
1180,2135.0,11,56,55,15,0,1816.0,False,False,False,False,False,True,7.666690200080086
2570,4148.0,13,85,55,46,247,2285.0,False,True,False,False,False,False,8.330622620332868
2229,1141.0,32,54,48,1,155,2670.0,False,False,True,False,False,False,7.040536390215956
2691,4544.0,50,34,153,28,36,2596.0,False,True,False,True,False,False,8.421783006611578
1167,1000.0,47,91,112,33,14,1785.0,False,False,True,True,False,False,6.90875477931522
2112,1871.0,65,72,115,15,104,1845.0,False,True,False,False,True,False,7.534762657037537
1180,2445.0,85,97,1,57,0,1928.0,False,False,False,False,False,True,7.802209316247118
1472,1000.0,53,65,73,70,0,1880.0,False,False,False,False,False,True,6.90875477931522
3346,2028.0,73,39,187,68,0,2675.0,False,False,False,False,False,True,7.615298339825815
2632,1259.0,33,51,83,58,0,2215.0,False,False,False,False,False,True,7.138866999945524
2963,2807.0,50,57,37,20,94,2724.0,False,False,True,False,True,False,7.940227765145702
3029,2880.0,37,77,130,4,61,2455.0,False,True,False,False,True,False,7.9658927350845286
3003,2086.0,71,89,122,10,260,3938.0,False,False,True,False,False,False,7.643482907077201
4892,6087.0,24,92,107,7,487,6092.0,False,False,True,False,False,False,8.714074899541522
3683,3896.0,71,31,52,57,0,3168.0,False,False,False,False,False,True,8.26796230533871
4533,2603.0,19,52,171,6,224,3185.0,False,True,False,False,False,False,7.86480400332846
3667,4172.0,38,80,126,55,205,3547.0,False,False,True,False,False,False,8.336390480591552
3497,3166.0,40,57,22,31,0,3661.0,True,False,False,False,False,True,8.06054004653864
3727,3847.0,72,30,27,64,0,3589.0,True,False,False,False,False,True,8.255308811785596
2652,3323.0,27,44,90,36,0,2521.0,False,False,False,False,False,True,8.10892415597534
2228,3550.0,16,44,159,13,0,1983.0,False,False,False,False,False,True,8.174984532943087
2524,4130.0,36,72,19,72,129,2124.0,False,True,False,False,True,False,8.326274787396764
829,2228.0,18,34,133,61,50,1426.0,False,False,True,True,False,False,7.709308333385869
2986,4815.0,29,67,2,10,0,3086.0,False,False,False,False,False,True,8.479698986988657
1655,1582.0,59,92,2,66,0,2299.0,True,False,False,False,False,True,7.367077059881012
2390,1673.0,70,72,22,24,0,3020.0,True,False,False,False,False,True,7.422971251049421
4977,8308.0,76,80,72,34,0,5597.0,True,False,False,False,False,True,9.02509454366498
2685,1520.0,83,55,32,50,212,2879.0,False,False,True,False,False,False,7.327123292259293
2817,3175.0,26,75,163,1,239,3541.0,False,False,True,False,False,False,8.063377822367027
4121,4903.0,30,41,63,5,298,4296.0,False,False,True,False,False,False,8.497806477616047
4991,7874.0,82,41,139,27,0,4482.0,False,False,False,False,False,True,8.971448463693834
3011,6288.0,90,58,189,7,237,3624.0,False,False,True,False,False,False,8.746557354543503
949,1726.0,41,90,25,1,47,1799.0,False,False,True,True,False,False,7.454141078146678
1854,1625.0,57,70,36,32,0,2106.0,False,False,False,False,False,True,7.3938782901077555
1793,1722.0,47,49,113,17,155,1059.0,False,True,False,False,False,False,7.45182223652793
2965,5101.0,37,75,175,18,58,2547.0,False,True,False,False,True,False,8.537387898701757
3602,4193.0,69,59,73,68,326,2458.0,False,True,False,False,False,False,8.341410211461865
2349,2299.0,79,68,43,49,25,2158.0,False,False,True,True,False,False,7.7406644019172415
3675,6088.0,67,69,138,13,223,3931.0,False,False,True,False,False,False,8.714239143608575
4781,6291.0,79,80,196,69,94,3616.0,False,True,False,False,True,False,8.747034264178168
3699,6347.0,90,31,23,22,0,3015.0,False,False,False,False,False,True,8.7558950816463
1733,2369.0,62,94,91,26,0,2227.0,False,False,False,False,False,True,7.7706452341291765
1937,3050.0,19,57,93,68,53,2181.0,False,False,True,False,True,False,8.02322468471667
3852,3665.0,11,80,18,5,40,2935.0,False,False,True,True,False,False,8.20685642839965
4530,7615.0,34,37,197,9,0,3880.0,False,False,False,False,False,True,8.938006576471201
752,1405.0,47,60,55,62,36,800.0,False,True,False,True,False,False,7.2485040723706105
518,1000.0,10,68,48,68,0,1690.0,True,False,False,False,False,True,6.90875477931522
3259,6272.0,89,89,118,2,0,3204.0,False,False,False,False,False,True,8.744009988096744
722,1000.0,85,45,108,50,0,1080.0,False,False,False,False,False,True,6.90875477931522
502,1000.0,82,52,56,51,46,1010.0,False,True,False,True,False,False,6.90875477931522
1759,2502.0,22,40,94,2,0,2040.0,False,False,False,False,False,True,7.8252452914317745
4823,6621.0,80,83,121,41,0,4535.0,False,False,False,False,False,True,8.798152718107191
3068,1000.0,10,98,10,64,0,4222.0,True,False,False,False,False,True,6.90875477931522
2385,2835.0,40,41,190,44,12,1886.0,False,True,False,True,False,False,7.950149887652018
1799,4018.0,76,65,80,52,0,2309.0,True,False,False,False,False,True,8.2987883944492
2838,3922.0,65,86,144,37,104,2779.0,False,False,True,False,True,False,8.274611946209552
1576,3136.0,28,55,113,66,0,2140.0,False,False,False,False,False,True,8.051022208190679
4258,5407.0,13,95,14,56,171,3687.0,False,True,False,False,False,False,8.5956346177228
3681,6921.0,37,33,197,23,225,3325.0,False,False,True,False,False,False,8.84246002419529
1447,1515.0,53,45,189,71,66,1499.0,False,True,False,False,True,False,7.323830566202317
4238,3253.0,39,51,159,39,422,5074.0,False,False,True,False,False,False,8.087640287778983
3231,4114.0,45,93,167,60,175,2749.0,False,True,False,False,False,False,8.32239411311117
4507,6013.0,62,99,138,56,0,4406.0,False,False,False,False,False,True,8.701845363548474
1369,1661.0,68,40,121,36,86,1451.0,False,False,True,False,True,False,7.415776975415394
593,1743.0,77,71,12,1,0,759.0,False,False,False,False,False,True,7.463936604468925
3487,5678.0,84,68,80,4,0,3158.0,False,False,False,False,False,True,8.644530439877432
2275,2267.0,13,76,27,41,0,2688.0,False,False,False,False,False,True,7.7266536648476425
2760,3957.0,20,51,155,53,0,2733.0,False,False,False,False,False,True,8.28349412616251
935,1033.0,62,59,175,31,15,1343.0,False,True,False,True,False,False,6.9411900550683745
4800,9053.0,63,59,182,33,0,4096.0,False,False,False,False,False,True,9.110961927995904
3644,4675.0,54,62,15,5,0,3456.0,False,False,False,False,False,True,8.450198322591959
4087,5567.0,26,59,35,43,151,3900.0,False,False,True,False,False,False,8.624791202014256
576,1767.0,73,66,167,11,0,1049.0,True,False,False,False,False,True,7.477604243197589
1315,2691.0,67,82,147,32,103,2092.0,False,False,True,False,True,False,7.898039690764619
1267,2088.0,22,59,90,1,0,1675.0,False,False,False,False,False,True,7.644440761556566
4185,4704.0,90,55,96,43,240,3182.0,False,True,False,False,False,False,8.45638105201948
605,1000.0,60,35,1,6,58,669.0,False,False,True,False,True,False,6.90875477931522
4416,3737.0,61,83,1,11,0,4347.0,False,False,False,False,False,True,8.226305988015508
3373,2859.0,24,85,127,41,304,4409.0,False,False,True,False,False,False,7.958576903813898
3846,4773.0,13,33,100,27,211,2382.0,False,True,False,False,False,False,8.470939806898775
3648,6162.0,18,65,68,61,0,3848.0,False,False,False,False,False,True,8.726318950962243
3648,4484.0,76,92,69,13,63,3413.0,False,True,False,False,True,False,8.408493774492896
1965,3658.0,90,32,49,35,163,1423.0,False,True,False,False,False,False,8.204945165019208
3087,6995.0,83,86,95,25,0,3302.0,False,False,False,False,False,True,8.853093836138493
744,1388.0,66,45,175,36,43,794.0,False,True,False,True,False,False,7.236339342754344
3125,2559.0,38,69,151,21,0,3453.0,False,False,False,False,False,True,7.847762537473608
4349,5499.0,56,82,136,55,294,4716.0,False,False,True,False,False,False,8.612503371220562
1905,2211.0,14,35,121,36,0,1719.0,False,False,False,False,False,True,7.701652362642226
1481,1681.0,79,50,167,28,0,1955.0,True,False,False,False,False,True,7.427738840532894
4308,4257.0,73,38,167,27,0,3550.0,False,False,False,False,False,True,8.356554845453426
641,1000.0,68,92,129,12,17,1280.0,False,False,True,True,False,False,6.90875477931522
1392,2486.0,44,72,72,26,31,1582.0,False,False,True,True,False,False,7.818832443803404
2899,3924.0,14,57,133,45,0,2795.0,False,False,False,False,False,True,8.275121630216509
3460,4449.0,59,74,146,6,155,3522.0,False,False,True,False,False,False,8.400659375160286
2699,1418.0,69,87,96,8,0,3095.0,False,False,False,False,False,True,7.257707677160043
1969,3633.0,24,58,120,17,0,2012.0,False,False,False,False,False,True,8.198089248956116
3200,2121.0,33,83,18,38,0,2967.0,False,False,False,False,False,True,7.660114319173928
3505,2911.0,30,86,160,41,174,3825.0,False,False,True,False,False,False,7.976595409316577
3874,4889.0,11,62,116,15,0,3760.0,False,False,False,False,False,True,8.494947582468917
